,image_name,word_bboxes,pred_words,align_text
0,res_signs1.jpg,"{'0.99156487': array([[ 26.242638 ,  17.351974 ],
       [312.0201   ,   4.7903237],
       [314.5412   ,  62.144703 ],
       [ 28.763712 ,  74.70635  ]], dtype=float32), '0.9823778': array([[ 25.252958,  82.18368 ],
       [308.66998 ,  71.588684],
       [310.8852  , 130.84544 ],
       [ 27.46816 , 141.44043 ]], dtype=float32)}",Unknown,Unknown
1,res_signs2.jpg,"{'0.97151583': array([[317.33334, 228.     ],
       [677.3333 , 228.     ],
       [677.3333 , 356.     ],
       [317.33334, 356.     ]], dtype=float32)}",Unknown,Unknown
2,res_signs3.jpg,"{'1.0117674': array([[ 79.347664,  83.95854 ],
       [374.3126  ,  78.98725 ],
       [375.26724 , 135.63036 ],
       [ 80.30233 , 140.60164 ]], dtype=float32), '0.9685394': array([[262.4644 , 137.09425],
       [355.70572, 144.86436],
       [352.43222, 184.14714],
       [259.19083, 176.37703]], dtype=float32), '0.98071265': array([[105.33332, 142.66667],
       [249.3333 , 142.66667],
       [249.3333 , 176.     ],
       [105.33332, 176.     ]], dtype=float32)}",Unknown,Unknown
3,res_signs4.jpg,"{'1.0094664': array([[ 44.68866 ,  28.261877],
       [352.75742 ,  32.1615  ],
       [350.08652 , 243.16563 ],
       [ 42.01772 , 239.266   ]], dtype=float32), '0.98006153': array([[355.77304 ,  36.07773 ],
       [397.25537 ,  35.740467],
       [398.92627 , 241.26619 ],
       [357.44394 , 241.60344 ]], dtype=float32), '0.95002174': array([[253.85095, 117.39608],
       [293.71762, 114.32941],
       [298.72937, 179.48235],
       [258.8627 , 182.54901]], dtype=float32), '0.94393235': array([[154.68243 , 118.39231 ],
       [192.20824 , 118.760216],
       [190.6122  , 281.55502 ],
       [153.08641 , 281.18713 ]], dtype=float32), '0.9602323': array([[100.      , 118.666664],
       [141.33333 , 118.666664],
       [141.33333 , 158.66667 ],
       [100.      , 158.66667 ]], dtype=float32)}",Unknown,Unknown
